timestamp,match_url,goal_scorer
2026-04-29 08:52:35,https://www.fotmob.com/es/matches/tolima-vs-coquimbo-unido/akbd4#5261467,Guzmán
2026-04-29 08:52:35,https://www.fotmob.com/es/matches/tolima-vs-coquimbo-unido/akbd4#5261467,Sandoval
2026-04-29 08:52:35,https://www.fotmob.com/es/matches/tolima-vs-coquimbo-unido/akbd4#5261467,González
